id,channel_id,call,author.id,author.username,author.avatar,author.discriminator,author.public_flags,author.flags,author.banner,author.accent_color,author.global_name,author.avatar_decoration_data,author.banner_color,author.clan,content,timestamp,edited_timestamp,tts,mention_everyone,mentions,mention_channels,attachments,embeds,reactions,nonce,pinned,webhook_id,type,activity,application,application_id,message_reference,flags,referenced_message,interaction,thread,components,sticker_items,stickers,position,role_subscription_data,resolved,userName,date
1230374059032842332,1230373812135268352,,691730218607706232,ronit.reddy,,0,0,0,,,,,,,!add Product 13,2024-04-18T04:27:14.918000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,ronit.reddy,2024-04-18T04:27:14.918Z
1230374061918392350,1230373812135268352,,1230257418223620256,CashierBot,590731c147ee08bdcfe2252d63fae17e,1579,0,0,,,,,,,Great choice! I've added Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin to your cart. Is there anything else I can assist you with?,2024-04-18T04:27:15.606000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,CashierBot,2024-04-18T04:27:15.606Z
1230374094155943986,1230373812135268352,,691730218607706232,ronit.reddy,,0,0,0,,,,,,,!add Product 20,2024-04-18T04:27:23.292000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,ronit.reddy,2024-04-18T04:27:23.292Z
1230374097171513384,1230373812135268352,,1230257418223620256,CashierBot,590731c147ee08bdcfe2252d63fae17e,1579,0,0,,,,,,,Great choice! I've added DANVOUY Womens T Shirt Casual Cotton Short to your cart. Is there anything else I can assist you with?,2024-04-18T04:27:24.011000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,CashierBot,2024-04-18T04:27:24.011Z
1230374166499295262,1230373812135268352,,691730218607706232,ronit.reddy,,0,0,0,,,,,,,!cart,2024-04-18T04:27:40.540000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,ronit.reddy,2024-04-18T04:27:40.540Z
1230374169464537149,1230373812135268352,,1230257418223620256,CashierBot,590731c147ee08bdcfe2252d63fae17e,1579,0,0,,,,,,,"Here's what's in your cart:
ID: 13, Name: Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin, Price: $599, Quantity: 1
ID: 20, Name: DANVOUY Womens T Shirt Casual Cotton Short, Price: $12.99, Quantity: 1
Is there anything else you'd like to do?",2024-04-18T04:27:41.247000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,CashierBot,2024-04-18T04:27:41.247Z
1230374268257439775,1230373812135268352,,691730218607706232,ronit.reddy,,0,0,0,,,,,,,!remove Product 20,2024-04-18T04:28:04.801000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,ronit.reddy,2024-04-18T04:28:04.801Z
1230374269100490753,1230373812135268352,,1230257418223620256,CashierBot,590731c147ee08bdcfe2252d63fae17e,1579,0,0,,,,,,,Got it! The product has been removed from your cart. Is there anything else you'd like to do?,2024-04-18T04:28:05.002000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,CashierBot,2024-04-18T04:28:05.002Z
1230374307746545735,1230373812135268352,,691730218607706232,ronit.reddy,,0,0,0,,,,,,,!cart,2024-04-18T04:28:14.216000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,ronit.reddy,2024-04-18T04:28:14.216Z
1230374310552535170,1230373812135268352,,1230257418223620256,CashierBot,590731c147ee08bdcfe2252d63fae17e,1579,0,0,,,,,,,"Here's what's in your cart:
ID: 13, Name: Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin, Price: $599, Quantity: 1
Is there anything else you'd like to do?",2024-04-18T04:28:14.885000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,CashierBot,2024-04-18T04:28:14.885Z
1230374333428400189,1230373812135268352,,691730218607706232,ronit.reddy,,0,0,0,,,,,,,!joke,2024-04-18T04:28:20.339000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,ronit.reddy,2024-04-18T04:28:20.339Z
1230374334430711879,1230373812135268352,,1230257418223620256,CashierBot,590731c147ee08bdcfe2252d63fae17e,1579,0,0,,,,,,,What are the strongest days of the week? Saturday and Sunday...the rest are weekdays.,2024-04-18T04:28:20.578000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,CashierBot,2024-04-18T04:28:20.578Z
1230374360175476847,1230373812135268352,,691730218607706232,ronit.reddy,,0,0,0,,,,,,,!checkout,2024-04-18T04:28:26.716000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,ronit.reddy,2024-04-18T04:28:26.716Z
1230374365552578580,1230373812135268352,,1230257418223620256,CashierBot,590731c147ee08bdcfe2252d63fae17e,1579,0,0,,,,,,,"Your subtotal is $599.00. The tax on the items in your cart is $35.94, making your total $634.94.
If you are ready to check out, please provide a form of payment.",2024-04-18T04:28:27.998000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,CashierBot,2024-04-18T04:28:27.998Z
1230374447991488512,1230373812135268352,,691730218607706232,ronit.reddy,,0,0,0,,,,,,,Here's my money: 💵. Thank you!,2024-04-18T04:28:47.653000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,ronit.reddy,2024-04-18T04:28:47.653Z
1230374448826421258,1230373812135268352,,1230257418223620256,CashierBot,590731c147ee08bdcfe2252d63fae17e,1579,0,0,,,,,,,"You are all good to go! Thank you for shopping at the DS 2002 Store, and have a great day!",2024-04-18T04:28:47.852000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,CashierBot,2024-04-18T04:28:47.852Z
1230374628434772058,1230373812135268352,,691730218607706232,ronit.reddy,,0,0,0,,,,,,,? I have one last thing I want to ask you before I go,2024-04-18T04:29:30.674000+00:00,,false,false,,,,,,,false,,0,,,,,0,,,,,,,,,,ronit.reddy,2024-04-18T04:29:30.674Z
